"Symbol";"Date";"Open";"High";"Low";"Close"
GC3-067;16.08.2011;2003,6;2025,1;1998,7;2024,7
GC3-067;17.08.2011;2023,6;2032,7;2016,7;2026,7
GC3-067;18.08.2011;2027,3;2067,1;2021,9;2062,1
GC3-067;19.08.2011;2062,2;2116,5;2059,6;2090,4
GC3-067;22.08.2011;2098,0;2139,1;2093,1;2135,5
GC3-067;23.08.2011;2135,3;2153,0;2061,1;2068,1
GC3-067;24.08.2011;2066,6;2091,9;1986,7;1989,1
GC3-067;25.08.2011;1988,1;2012,6;1940,5;2008,9
GC3-067;26.08.2011;2011,5;2067,6;1994,6;2066,8
GC3-067;29.08.2011;2075,1;2076,6;2013,2;2025,6
GC3-067;30.08.2011;2026,4;2080,2;2021,3;2072,7
GC3-067;31.08.2011;2072,7;2077,8;2048,7;2062,1
GC3-067;01.09.2011;2061,3;2068,7;2050,6;2063,1
GC3-067;02.09.2011;2063,0;2122,5;2062,0;2121,8
GC3-067;05.09.2011;2115,0;2143,5;2112,1;2137,9
GC3-067;06.09.2011;2141,1;2158,8;2096,9;2111,1
GC3-067;07.09.2011;2111,1;2118,3;2028,9;2054,9
GC3-067;08.09.2011;2054,6;2108,4;2051,3;2106,6
GC3-067;09.09.2011;2107,0;2124,2;2060,6;2096,3
GC3-067;12.09.2011;2097,3;2100,3;2039,1;2052,6
GC3-067;13.09.2011;2051,9;2082,6;2029,9;2072,3
GC3-067;14.09.2011;2072,4;2083,3;2046,6;2059,3
GC3-067;15.09.2011;2059,1;2064,8;2010,1;2027,8
GC3-067;16.09.2011;2025,6;2060,1;2000,5;2050,0
GC3-067;19.09.2011;2055,1;2068,0;2006,1;2016,1
GC3-067;20.09.2011;2016,0;2049,4;2007,1;2042,3
GC3-067;21.09.2011;2041,1;2054,5;2016,1;2017,7
GC3-067;22.09.2011;2017,4;2024,1;1958,3;1974,1
GC3-067;23.09.2011;1974,1;1993,0;1866,8;1895,0
GC3-067;26.09.2011;1895,1;1901,4;1770,1;1865,1
GC3-067;27.09.2011;1864,3;1914,3;1851,9;1886,7
GC3-067;28.09.2011;1888,2;1907,1;1835,6;1846,7
GC3-067;29.09.2011;1844,4;1873,0;1820,1;1852,7
GC3-067;30.09.2011;1853,4;1877,6;1842,9;1861,6
GC3-067;03.10.2011;1860,2;1902,1;1855,1;1897,8
GC3-067;04.10.2011;1897,6;1916,6;1832,7;1861,1
GC3-067;05.10.2011;1861,9;1884,0;1831,7;1879,5
GC3-067;06.10.2011;1878,6;1892,1;1868,3;1886,9
GC3-067;07.10.2011;1888,5;1903,1;1862,7;1877,3
GC3-067;10.10.2011;1875,6;1914,8;1875,0;1912,9
GC3-067;11.10.2011;1913,4;1921,8;1890,5;1899,9
GC3-067;12.10.2011;1899,8;1929,0;1897,1;1911,1
GC3-067;13.10.2011;1912,4;1921,2;1889,4;1903,6
GC3-067;14.10.2011;1904,1;1920,6;1897,6;1916,9
GC3-067;17.10.2011;1918,9;1931,9;1900,5;1906,8
GC3-067;18.10.2011;1907,6;1913,3;1863,3;1891,6
GC3-067;19.10.2011;1891,5;1902,0;1876,2;1879,9
GC3-067;20.10.2011;1880,4;1881,6;1839,8;1856,1
GC3-067;21.10.2011;1856,0;1884,9;1847,9;1878,1
GC3-067;24.10.2011;1878,1;1898,4;1871,7;1888,8
GC3-067;25.10.2011;1889,2;1945,8;1879,7;1941,8
GC3-067;26.10.2011;1942,2;1963,1;1931,6;1961,6
GC3-067;27.10.2011;1962,0;1986,4;1942,3;1981,8
GC3-067;28.10.2011;1981,3;1989,1;1968,1;1978,6
GC3-067;31.10.2011;1978,2;1981,6;1940,6;1951,0
GC3-067;01.11.2011;1950,8;1960,7;1916,3;1956,6
GC3-067;02.11.2011;1956,6;1980,7;1950,6;1973,8
GC3-067;03.11.2011;1974,0;2004,6;1959,1;2000,8
GC3-067;04.11.2011;2001,6;2001,6;1984,9;1990,4
GC3-067;07.11.2011;1990,3;2035,0;1989,1;2032,0
GC3-067;08.11.2011;2030,9;2039,5;2013,4;2021,6
GC3-067;09.11.2011;2022,5;2036,2;2000,2;2004,8
GC3-067;10.11.2011;2006,1;2012,0;1971,7;1994,7
GC3-067;11.11.2011;1994,7;2026,2;1980,1;2024,1
GC3-067;14.11.2011;2024,5;2032,7;2009,3;2016,4
GC3-067;15.11.2011;2017,1;2022,9;1996,0;2017,2
GC3-067;16.11.2011;2017,4;2019,9;1989,0;1999,0
GC3-067;17.11.2011;1999,8;2003,1;1946,1;1955,3
GC3-067;18.11.2011;1956,6;1973,6;1946,5;1961,1
GC3-067;21.11.2011;1960,2;1962,5;1902,2;1913,0
GC3-067;22.11.2011;1913,6;1941,5;1902,6;1935,1
GC3-067;23.11.2011;1935,0;1945,9;1912,2;1928,9
GC3-067;24.11.2011;1928,5;1937,8;1923,7;1930,6
GC3-067;25.11.2011;1931,5;1934,0;1907,7;1916,1
GC3-067;28.11.2011;1920,5;1957,5;1919,1;1945,8
GC3-067;29.11.2011;1946,4;1953,5;1939,1;1948,5
GC3-067;30.11.2011;1952,2;1984,2;1933,8;1982,5
GC3-067;01.12.2011;1982,0;1987,5;1966,7;1978,3
GC3-067;02.12.2011;1978,0;1996,6;1971,2;1978,6
GC3-067;05.12.2011;1980,5;1988,3;1950,6;1956,6
GC3-067;06.12.2011;1956,7;1966,4;1935,2;1962,6
GC3-067;07.12.2011;1962,5;1976,5;1953,1;1976,3
GC3-067;08.12.2011;1976,3;1990,0;1937,3;1939,0
GC3-067;09.12.2011;1938,4;1957,4;1934,4;1944,4
GC3-067;12.12.2011;1946,3;1948,1;1889,8;1898,2
GC3-067;13.12.2011;1897,5;1911,2;1855,0;1863,9
GC3-067;14.12.2011;1861,1;1875,3;1795,2;1808,9
GC3-067;15.12.2011;1809,5;1826,0;1792,0;1802,4
GC3-067;16.12.2011;1802,8;1833,0;1801,6;1831,0
GC3-067;19.12.2011;1833,0;1841,0;1815,0;1825,5
GC3-067;20.12.2011;1825,0;1850,3;1823,6;1846,6
GC3-067;21.12.2011;1846,7;1873,2;1837,2;1845,8
GC3-067;22.12.2011;1846,6;1848,1;1828,6;1836,4
GC3-067;23.12.2011;1837,3;1845,1;1833,5;1838,2
GC3-067;27.12.2011;1838,7;1838,7;1820,6;1823,2
GC3-067;28.12.2011;1823,4;1824,5;1780,4;1787,1
GC3-067;29.12.2011;1786,6;1792,3;1753,4;1776,3
GC3-067;30.12.2011;1776,8;1812,3;1775,7;1796,5
GC3-067;03.01.2012;1800,5;1838,2;1796,3;1834,4
GC3-067;04.01.2012;1834,4;1849,3;1823,3;1842,9
GC3-067;05.01.2012;1843,9;1856,3;1827,2;1851,7
GC3-067;06.01.2012;1851,9;1861,8;1838,5;1846,9
GC3-067;09.01.2012;1847,2;1854,1;1835,2;1841,2
GC3-067;10.01.2012;1841,8;1870,9;1838,7;1862,4
GC3-067;11.01.2012;1861,9;1877,5;1860,3;1873,2
GC3-067;12.01.2012;1873,0;1892,4;1870,4;1878,8
GC3-067;13.01.2012;1879,3;1880,2;1855,2;1869,8
GC3-067;16.01.2012;1865,3;1877,5;1861,4;1873,0
GC3-067;17.01.2012;1871,9;1897,5;1871,6;1881,3
GC3-067;18.01.2012;1881,0;1892,4;1871,6;1888,6
GC3-067;19.01.2012;1890,2;1900,1;1878,7;1886,4
GC3-067;20.01.2012;1886,5;1896,8;1874,7;1896,5
GC3-067;23.01.2012;1894,7;1911,3;1892,5;1906,0
GC3-067;24.01.2012;1906,6;1909,5;1890,5;1896,1
GC3-067;25.01.2012;1896,0;1942,7;1878,7;1940,5
GC3-067;26.01.2012;1940,4;1961,0;1932,5;1949,9
GC3-067;27.01.2012;1950,2;1969,3;1943,7;1967,1
GC3-067;30.01.2012;1966,7;1969,4;1945,2;1960,9
GC3-067;31.01.2012;1961,8;1978,0;1954,4;1966,8
GC3-067;01.02.2012;1967,2;1981,4;1962,8;1973,1
GC3-067;02.02.2012;1974,7;1991,4;1970,7;1988,5
GC3-067;03.02.2012;1989,1;1993,3;1953,6;1955,9
GC3-067;06.02.2012;1958,4;1968,3;1941,4;1949,6
GC3-067;07.02.2012;1949,9;1980,0;1940,0;1974,6
GC3-067;08.02.2012;1975,1;1982,2;1953,4;1961,8
GC3-067;09.02.2012;1961,8;1982,9;1955,5;1958,6
GC3-067;10.02.2012;1958,5;1964,6;1933,8;1952,4
GC3-067;13.02.2012;1954,8;1962,8;1945,1;1951,2
GC3-067;14.02.2012;1951,4;1957,3;1941,2;1950,3
GC3-067;15.02.2012;1950,4;1966,6;1947,7;1957,3
GC3-067;16.02.2012;1957,5;1959,0;1934,1;1957,9
GC3-067;17.02.2012;1957,8;1964,9;1946,0;1952,6
GC3-067;20.02.2012;1955,8;1966,4;1954,4;1962,9
GC3-067;21.02.2012;1963,6;1989,3;1959,5;1989,1
GC3-067;22.02.2012;1988,8;2010,8;1978,1;2004,7
GC3-067;23.02.2012;2005,7;2016,9;2000,7;2009,0
GC3-067;24.02.2012;2009,4;2011,8;1998,7;2002,4
GC3-067;27.02.2012;2004,2;2008,4;1990,0;1996,9
GC3-067;28.02.2012;1997,6;2020,1;1994,4;2012,2
GC3-067;29.02.2012;2013,6;2019,7;1915,8;1925,5
GC3-067;01.03.2012;1923,0;1954,7;1922,5;1946,1
GC3-067;02.03.2012;1947,1;1952,8;1932,8;1939,8
GC3-067;05.03.2012;1939,8;1945,4;1921,8;1934,6
GC3-067;06.03.2012;1934,8;1937,2;1890,8;1902,8
GC3-067;07.03.2012;1902,4;1916,1;1899,1;1912,4
GC3-067;08.03.2012;1913,1;1932,2;1911,0;1927,2
GC3-067;09.03.2012;1927,9;1943,9;1904,4;1940,8
GC3-067;12.03.2012;1942,4;1944,8;1919,9;1928,6
GC3-067;13.03.2012;1928,2;1933,6;1889,5;1903,3
GC3-067;14.03.2012;1902,6;1910,2;1862,1;1871,4
GC3-067;15.03.2012;1870,6;1894,8;1863,6;1885,1
GC3-067;16.03.2012;1885,2;1892,3;1867,1;1887,9
GC3-067;19.03.2012;1886,4;1897,5;1879,7;1890,8
GC3-067;20.03.2012;1892,0;1892,3;1868,6;1878,4
GC3-067;21.03.2012;1878,2;1889,3;1873,7;1877,7
GC3-067;22.03.2012;1877,0;1884,0;1854,9;1871,6
GC3-067;23.03.2012;1871,5;1893,7;1868,9;1888,5
GC3-067;26.03.2012;1889,6;1920,8;1882,5;1916,6
GC3-067;27.03.2012;1917,6;1924,3;1906,0;1906,7
GC3-067;28.03.2012;1906,7;1911,9;1881,4;1888,9
GC3-067;29.03.2012;1889,2;1891,9;1871,7;1887,7
GC3-067;30.03.2012;1887,8;1897,3;1885,8;1895,3
GC3-067;02.04.2012;1896,1;1910,0;1889,0;1902,5
GC3-067;03.04.2012;1903,2;1907,3;1864,8;1872,4
GC3-067;04.04.2012;1870,4;1874,1;1837,6;1846,3
GC3-067;05.04.2012;1846,6;1859,4;1845,3;1856,6
GC3-067;09.04.2012;1865,6;1874,5;1861,3;1866,6
GC3-067;10.04.2012;1867,6;1889,4;1857,1;1886,0
GC3-067;11.04.2012;1885,3;1888,5;1878,1;1885,0
GC3-067;12.04.2012;1884,9;1905,9;1875,6;1900,9
GC3-067;13.04.2012;1901,2;1903,8;1874,3;1884,4
GC3-067;16.04.2012;1883,3;1884,2;1866,6;1878,6
GC3-067;17.04.2012;1878,3;1883,0;1859,8;1875,3
GC3-067;18.04.2012;1875,4;1879,8;1862,7;1867,4
GC3-067;19.04.2012;1867,6;1879,5;1855,8;1868,8
GC3-067;20.04.2012;1867,8;1872,8;1863,2;1867,9
GC3-067;23.04.2012;1867,4;1868,8;1848,2;1863,7
GC3-067;24.04.2012;1864,2;1874,7;1859,2;1866,0
GC3-067;25.04.2012;1866,8;1872,2;1849,6;1870,1
GC3-067;26.04.2012;1869,1;1886,6;1867,1;1881,9
GC3-067;27.04.2012;1881,9;1893,0;1875,7;1887,2
GC3-067;30.04.2012;1887,6;1891,6;1869,7;1889,3
GC3-067;01.05.2012;1890,7;1896,9;1882,1;1887,2
GC3-067;02.05.2012;1887,6;1888,5;1870,6;1878,3
GC3-067;03.05.2012;1878,6;1878,9;1855,9;1860,7
GC3-067;04.05.2012;1861,0;1872,6;1851,4;1867,7
GC3-067;07.05.2012;1867,9;1868,6;1856,8;1863,2
GC3-067;08.05.2012;1863,5;1864,1;1820,1;1829,7
GC3-067;09.05.2012;1830,5;1831,6;1803,1;1814,3
GC3-067;10.05.2012;1814,3;1826,8;1809,6;1818,1
GC3-067;11.05.2012;1818,1;1819,8;1796,6;1804,5
GC3-067;14.05.2012;1810,1;1810,4;1779,6;1781,1
GC3-067;15.05.2012;1781,8;1789,0;1765,8;1768,7
GC3-067;16.05.2012;1769,5;1776,8;1751,3;1765,0
GC3-067;17.05.2012;1763,2;1804,4;1763,0;1799,3
GC3-067;18.05.2012;1799,1;1822,1;1792,4;1816,4
GC3-067;21.05.2012;1814,8;1823,6;1809,1;1816,7
GC3-067;22.05.2012;1817,6;1819,0;1785,6;1792,0
GC3-067;23.05.2012;1792,0;1793,1;1757,4;1786,2
GC3-067;24.05.2012;1785,4;1802,3;1775,6;1782,1
GC3-067;25.05.2012;1782,2;1798,3;1775,3;1797,7
GC3-067;28.05.2012;1798,2;1808,1;1795,5;1797,6
GC3-067;29.05.2012;1798,3;1807,0;1770,3;1778,8
GC3-067;30.05.2012;1778,5;1793,6;1755,0;1786,5
GC3-067;31.05.2012;1787,1;1797,6;1776,0;1784,1
GC3-067;01.06.2012;1784,8;1855,0;1768,5;1850,6
GC3-067;04.06.2012;1849,8;1852,7;1833,0;1842,5
GC3-067;05.06.2012;1842,9;1847,8;1835,5;1841,3
GC3-067;06.06.2012;1841,5;1865,4;1837,4;1844,8
GC3-067;07.06.2012;1844,4;1853,7;1802,4;1812,9
GC3-067;08.06.2012;1813,3;1819,3;1779,4;1818,1
GC3-067;11.06.2012;1825,8;1832,3;1805,7;1820,2
GC3-067;12.06.2012;1820,6;1841,9;1809,4;1833,8
GC3-067;13.06.2012;1834,1;1849,0;1830,0;1842,0
GC3-067;14.06.2012;1842,0;1852,0;1833,4;1847,0
GC3-067;15.06.2012;1847,0;1858,4;1843,4;1851,3
GC3-067;18.06.2012;1853,0;1854,3;1829,9;1852,1
GC3-067;19.06.2012;1850,3;1857,3;1841,1;1841,7
GC3-067;20.06.2012;1842,3;1846,6;1813,5;1829,8
GC3-067;21.06.2012;1830,7;1831,2;1787,8;1788,7
GC3-067;22.06.2012;1788,7;1797,1;1781,6;1796,1
GC3-067;25.06.2012;1795,6;1812,0;1789,9;1808,2
GC3-067;26.06.2012;1811,4;1811,4;1791,2;1795,6
GC3-067;27.06.2012;1795,6;1807,6;1786,1;1797,6
GC3-067;28.06.2012;1797,6;1802,6;1770,6;1775,4
GC3-067;29.06.2012;1774,8;1830,8;1774,3;1821,6
GC3-067;02.07.2012;1822,6;1826,6;1810,4;1820,0
GC3-067;03.07.2012;1820,5;1848,7;1818,3;1839,7
GC3-067;04.07.2012;1840,6;1843,7;1834,6;1838,0
GC3-067;05.07.2012;1838,9;1847,5;1820,5;1827,8
GC3-067;06.07.2012;1828,2;1833,6;1799,4;1806,0
GC3-067;09.07.2012;1805,4;1816,1;1799,0;1810,5
GC3-067;10.07.2012;1812,1;1825,0;1787,4;1789,0
GC3-067;11.07.2012;1788,8;1806,4;1788,5;1800,0
GC3-067;12.07.2012;1799,3;1800,9;1777,4;1794,9
GC3-067;13.07.2012;1794,2;1819,5;1788,6;1811,1
GC3-067;16.07.2012;1814,5;1817,6;1800,2;1810,8
GC3-067;17.07.2012;1811,6;1821,8;1794,0;1805,0
GC3-067;18.07.2012;1806,0;1808,7;1790,2;1795,8
GC3-067;19.07.2012;1796,0;1814,5;1795,1;1804,5
GC3-067;20.07.2012;1804,0;1809,7;1795,6;1805,7
GC3-067;23.07.2012;1804,6;1805,4;1785,0;1798,8
GC3-067;24.07.2012;1798,9;1807,0;1790,8;1803,3
GC3-067;25.07.2012;1803,2;1833,0;1800,9;1826,5
GC3-067;26.07.2012;1827,5;1844,5;1823,2;1837,8
GC3-067;27.07.2012;1837,6;1851,6;1833,7;1845,8
GC3-067;30.07.2012;1845,9;1848,8;1836,1;1843,7
GC3-067;31.07.2012;1844,0;1850,0;1832,6;1836,1
GC3-067;01.08.2012;1835,9;1840,2;1813,4;1821,7
GC3-067;02.08.2012;1821,2;1837,2;1804,7;1810,2
GC3-067;03.08.2012;1810,7;1828,3;1806,9;1825,4
GC3-067;06.08.2012;1826,1;1836,8;1823,7;1832,8
GC3-067;07.08.2012;1832,9;1839,7;1829,4;1833,3
GC3-067;08.08.2012;1833,1;1837,9;1824,3;1833,3
GC3-067;09.08.2012;1833,5;1839,4;1830,6;1838,3
GC3-067;10.08.2012;1838,6;1848,1;1825,0;1841,5
GC3-067;13.08.2012;1843,1;1846,6;1828,1;1831,0
GC3-067;14.08.2012;1831,0;1837,3;1812,0;1819,6
GC3-067;15.08.2012;1819,6;1827,2;1810,5;1823,7
GC3-067;16.08.2012;1824,2;1840,4;1821,4;1834,7
GC3-067;17.08.2012;1835,1;1841,4;1831,7;1835,9
GC3-067;20.08.2012;1836,9;1843,1;1830,2;1841,6
GC3-067;21.08.2012;1841,5;1862,0;1839,2;1859,0
GC3-067;22.08.2012;1858,6;1876,6;1854,7;1874,6
GC3-067;23.08.2012;1872,9;1895,9;1872,9;1891,7
GC3-067;24.08.2012;1891,0;1894,7;1883,5;1891,8
GC3-067;27.08.2012;1891,6;1897,7;1883,9;1884,4
GC3-067;28.08.2012;1884,4;1893,3;1877,5;1887,4
GC3-067;29.08.2012;1887,2;1890,9;1872,8;1877,1
GC3-067;30.08.2012;1877,1;1885,1;1870,7;1876,0
GC3-067;31.08.2012;1876,2;1913,9;1865,5;1911,0
GC3-067;03.09.2012;1911,8;1916,8;1906,0;1913,3
GC3-067;04.09.2012;1912,2;1920,0;1908,5;1917,0
GC3-067;05.09.2012;1916,0;1916,8;1908,0;1914,0
GC3-067;06.09.2012;1914,1;1935,3;1912,1;1921,9
GC3-067;07.09.2012;1922,1;1963,8;1909,7;1956,0
GC3-067;10.09.2012;1956,4;1960,7;1945,4;1945,4
GC3-067;11.09.2012;1947,1;1958,9;1946,4;1953,1
GC3-067;12.09.2012;1952,9;1967,9;1945,7;1952,0
GC3-067;13.09.2012;1951,5;1993,4;1938,4;1987,8
GC3-067;14.09.2012;1987,8;1998,6;1986,1;1991,9
GC3-067;17.09.2012;1991,9;1997,3;1974,6;1983,1
GC3-067;18.09.2012;1982,6;1994,3;1971,6;1991,7
GC3-067;19.09.2012;1991,8;2000,2;1982,6;1990,3
GC3-067;20.09.2012;1990,8;1993,3;1976,1;1989,1
GC3-067;21.09.2012;1988,6;2008,4;1987,5;1993,2
GC3-067;24.09.2012;1993,1;1993,7;1976,3;1984,9
GC3-067;25.09.2012;1984,6;1996,3;1979,4;1981,6
GC3-067;26.09.2012;1981,1;1986,8;1956,7;1974,1
GC3-067;27.09.2012;1974,7;2001,3;1971,6;1997,7
GC3-067;28.09.2012;1998,4;2004,3;1987,9;1991,9
GC3-067;01.10.2012;1992,1;2012,8;1984,1;1995,8
GC3-067;02.10.2012;1998,4;2005,0;1990,7;1995,0
GC3-067;03.10.2012;1994,6;2002,4;1991,4;1999,4
GC3-067;04.10.2012;1998,4;2016,1;1998,3;2010,5
GC3-067;05.10.2012;2011,0;2016,5;1992,9;2001,4
GC3-067;08.10.2012;2000,4;2000,9;1986,6;1996,0
GC3-067;09.10.2012;1996,2;2000,0;1980,4;1983,9
GC3-067;10.10.2012;1984,4;1988,4;1976,9;1982,4
GC3-067;11.10.2012;1983,3;1995,0;1978,6;1987,3
GC3-067;12.10.2012;1988,1;1993,4;1971,9;1973,8
GC3-067;15.10.2012;1973,6;1973,9;1948,1;1957,2
GC3-067;16.10.2012;1956,4;1968,0;1954,5;1968,0
GC3-067;17.10.2012;1968,4;1973,4;1962,4;1969,6
GC3-067;18.10.2012;1969,3;1971,8;1957,4;1961,1
GC3-067;19.10.2012;1960,8;1963,1;1934,4;1940,0
GC3-067;22.10.2012;1941,1;1949,2;1932,8;1948,8
GC3-067;23.10.2012;1948,2;1949,6;1923,0;1926,9
GC3-067;24.10.2012;1927,4;1933,6;1917,1;1920,6
GC3-067;25.10.2012;1921,2;1937,3;1920,7;1929,4
GC3-067;26.10.2012;1930,5;1938,3;1919,8;1930,0
GC3-067;29.10.2012;1930,6;1936,2;1924,6;1928,7
GC3-067;30.10.2012;1928,7;1934,1;1923,6;1927,9
GC3-067;31.10.2012;1928,7;1945,0;1928,2;1938,9
GC3-067;01.11.2012;1938,8;1945,9;1932,2;1933,6
GC3-067;02.11.2012;1934,0;1935,6;1893,2;1896,8
GC3-067;05.11.2012;1895,1;1904,6;1890,9;1903,8
GC3-067;06.11.2012;1903,8;1939,3;1901,9;1935,1
GC3-067;07.11.2012;1934,2;1951,4;1921,4;1935,6
GC3-067;08.11.2012;1936,3;1953,5;1931,0;1950,2
GC3-067;09.11.2012;1949,9;1957,8;1945,3;1949,1
GC3-067;12.11.2012;1950,2;1956,4;1943,6;1947,0
GC3-067;13.11.2012;1947,4;1951,7;1936,0;1943,1
GC3-067;14.11.2012;1943,7;1952,5;1938,9;1945,7
GC3-067;15.11.2012;1945,6;1946,3;1922,9;1934,7
GC3-067;16.11.2012;1933,9;1935,6;1924,0;1932,2
GC3-067;19.11.2012;1932,8;1953,9;1931,8;1949,4
GC3-067;20.11.2012;1949,9;1954,4;1940,2;1946,2
GC3-067;21.11.2012;1946,2;1950,4;1936,8;1947,4
GC3-067;22.11.2012;1947,5;1950,9;1946,8;1947,9
GC3-067;23.11.2012;1948,7;1973,4;1946,0;1970,2
GC3-067;26.11.2012;1969,9;1970,7;1964,4;1967,7
GC3-067;27.11.2012;1967,7;1970,3;1958,8;1960,1
GC3-067;28.11.2012;1959,9;1961,5;1923,9;1938,2
GC3-067;29.11.2012;1938,4;1947,2;1936,1;1943,7
GC3-067;30.11.2012;1944,3;1949,7;1926,2;1932,6
GC3-067;03.12.2012;1931,5;1940,9;1930,2;1934,0
GC3-067;04.12.2012;1933,7;1935,2;1908,6;1914,3
GC3-067;05.12.2012;1913,7;1924,3;1902,0;1911,7
GC3-067;06.12.2012;1911,7;1920,8;1903,1;1917,7
GC3-067;07.12.2012;1917,3;1922,9;1900,1;1921,9
GC3-067;10.12.2012;1921,4;1934,8;1919,3;1929,9
GC3-067;11.12.2012;1929,9;1931,8;1922,0;1927,6
GC3-067;12.12.2012;1928,0;1941,0;1924,5;1928,9
GC3-067;13.12.2012;1928,8;1928,8;1906,7;1914,6
GC3-067;14.12.2012;1915,6;1917,9;1910,0;1913,5
GC3-067;17.12.2012;1914,4;1917,0;1903,5;1915,3
GC3-067;18.12.2012;1915,1;1920,4;1878,0;1888,0
GC3-067;19.12.2012;1887,7;1893,8;1880,2;1882,9
GC3-067;20.12.2012;1883,9;1888,8;1852,0;1864,1
GC3-067;21.12.2012;1864,5;1876,5;1852,3;1874,3
GC3-067;24.12.2012;1874,0;1882,5;1868,7;1875,0
GC3-067;26.12.2012;1873,4;1884,7;1866,6;1876,2
GC3-067;27.12.2012;1875,8;1882,1;1869,1;1879,8
GC3-067;28.12.2012;1880,0;1883,0;1870,1;1873,6
GC3-067;31.12.2012;1871,9;1897,0;1871,9;1891,6
GC3-067;02.01.2013;1892,4;1911,4;1886,9;1902,1
GC3-067;03.01.2013;1902,2;1906,5;1877,2;1880,0
GC3-067;04.01.2013;1879,8;1880,5;1842,0;1873,9
GC3-067;07.01.2013;1872,3;1879,0;1858,6;1863,0
GC3-067;08.01.2013;1863,6;1878,7;1862,8;1876,4
GC3-067;09.01.2013;1875,9;1882,0;1867,3;1873,8
GC3-067;10.01.2013;1874,0;1894,8;1869,8;1890,5
GC3-067;11.01.2013;1890,1;1892,9;1869,1;1878,3
GC3-067;14.01.2013;1875,5;1890,8;1875,5;1883,7
GC3-067;15.01.2013;1883,8;1900,9;1882,2;1895,6
GC3-067;16.01.2013;1895,7;1900,7;1889,0;1895,7
GC3-067;17.01.2013;1896,5;1913,8;1882,4;1902,8
GC3-067;18.01.2013;1903,4;1911,1;1899,3;1900,6
GC3-067;21.01.2013;1902,5;1907,1;1900,8;1905,7
GC3-067;22.01.2013;1905,2;1911,9;1902,3;1907,4
GC3-067;23.01.2013;1907,7;1910,8;1899,1;1900,3
GC3-067;24.01.2013;1899,8;1901,8;1880,2;1882,7
GC3-067;25.01.2013;1883,0;1887,6;1871,0;1874,4
GC3-067;28.01.2013;1873,9;1877,6;1867,0;1869,5
GC3-067;29.01.2013;1869,9;1881,0;1869,5;1878,9
GC3-067;30.01.2013;1878,3;1899,2;1877,7;1891,4
GC3-067;31.01.2013;1891,2;1895,9;1872,6;1878,8
GC3-067;01.02.2013;1879,4;1897,2;1874,8;1882,7
GC3-067;04.02.2013;1883,3;1892,8;1876,0;1889,7
GC3-067;05.02.2013;1889,7;1901,2;1881,4;1888,2
GC3-067;06.02.2013;1887,6;1894,7;1883,0;1892,3
GC3-067;07.02.2013;1892,2;1898,1;1877,6;1885,9
GC3-067;08.02.2013;1886,0;1888,5;1880,0;1881,9
GC3-067;11.02.2013;1882,1;1884,5;1858,3;1863,0
GC3-067;12.02.2013;1862,8;1868,0;1853,7;1866,0
GC3-067;13.02.2013;1866,7;1869,2;1854,7;1857,2
GC3-067;14.02.2013;1856,7;1864,2;1847,0;1848,6
GC3-067;15.02.2013;1848,4;1850,2;1810,9;1824,5
GC3-067;18.02.2013;1824,2;1833,0;1820,9;1823,7
GC3-067;19.02.2013;1823,9;1829,0;1814,4;1818,4
GC3-067;20.02.2013;1818,4;1823,4;1772,3;1778,2
GC3-067;21.02.2013;1779,0;1798,6;1768,5;1790,2
GC3-067;22.02.2013;1791,2;1801,2;1783,5;1794,6
GC3-067;25.02.2013;1793,9;1810,7;1788,9;1807,0
GC3-067;26.02.2013;1806,9;1833,9;1797,9;1828,4
GC3-067;27.02.2013;1827,8;1828,6;1805,6;1809,8
GC3-067;28.02.2013;1810,5;1816,7;1788,5;1793,0
GC3-067;01.03.2013;1792,7;1801,1;1778,2;1790,0
GC3-067;04.03.2013;1792,2;1798,5;1782,9;1788,3
GC3-067;05.03.2013;1788,4;1800,0;1785,3;1788,6
GC3-067;06.03.2013;1789,1;1798,5;1780,6;1798,1
GC3-067;07.03.2013;1798,0;1799,1;1788,2;1791,8
GC3-067;08.03.2013;1791,6;1797,3;1774,6;1792,4
GC3-067;11.03.2013;1792,5;1796,7;1788,7;1795,0
GC3-067;12.03.2013;1794,6;1811,8;1793,0;1805,9
GC3-067;13.03.2013;1806,2;1813,0;1798,6;1800,5
GC3-067;14.03.2013;1800,9;1806,4;1789,4;1803,1
GC3-067;15.03.2013;1803,6;1812,1;1801,5;1805,5
GC3-067;18.03.2013;1811,2;1824,6;1803,8;1818,3
GC3-067;19.03.2013;1817,9;1829,2;1813,2;1825,9
GC3-067;20.03.2013;1826,1;1828,1;1813,8;1819,5
GC3-067;21.03.2013;1819,9;1830,7;1817,8;1828,1
GC3-067;22.03.2013;1828,2;1829,5;1816,8;1821,7
GC3-067;25.03.2013;1823,0;1827,0;1802,6;1818,4
GC3-067;26.03.2013;1818,7;1819,2;1807,6;1812,5
GC3-067;27.03.2013;1812,7;1822,3;1804,5;1818,9
GC3-067;28.03.2013;1818,6;1821,3;1807,3;1809,9
GC3-067;01.04.2013;1811,1;1814,6;1808,2;1812,7
GC3-067;02.04.2013;1813,1;1817,3;1787,0;1789,3
GC3-067;03.04.2013;1789,4;1790,3;1762,7;1770,6
GC3-067;04.04.2013;1770,7;1772,3;1752,4;1766,2
GC3-067;05.04.2013;1767,0;1794,8;1762,0;1794,8
